"Time","Arroyo TECSource Chamber Temp","3458A Vz"
2023-01-24 12:52:27,,9.9711793
2023-01-24 12:52:27,16.5570000 °C,
2023-01-24 12:52:29,,9.9711791
2023-01-24 12:52:29,16.5660000 °C,
2023-01-24 12:52:31,,9.9711793
2023-01-24 12:52:31,16.5750000 °C,
2023-01-24 12:52:33,,9.9711792
2023-01-24 12:52:33,16.5850000 °C,
2023-01-24 12:52:35,,9.9711793
2023-01-24 12:52:35,16.5950000 °C,
2023-01-24 12:52:37,,9.9711789
2023-01-24 12:52:37,16.6050000 °C,
2023-01-24 12:52:39,,9.9711790
2023-01-24 12:52:39,16.6160000 °C,
2023-01-24 12:52:41,,9.9711793
2023-01-24 12:52:41,16.6270000 °C,
2023-01-24 12:52:43,,9.9711793
2023-01-24 12:52:43,16.6370000 °C,
2023-01-24 12:52:45,,9.9711795
2023-01-24 12:52:45,16.6470000 °C,
2023-01-24 12:52:47,,9.9711795
2023-01-24 12:52:47,16.6570000 °C,
2023-01-24 12:52:49,,9.9711793
2023-01-24 12:52:49,16.6670000 °C,
2023-01-24 12:52:51,,9.9711795
2023-01-24 12:52:51,16.6760000 °C,
2023-01-24 12:52:53,,9.9711792
2023-01-24 12:52:53,16.6860000 °C,
2023-01-24 12:52:55,,9.9711793
2023-01-24 12:52:55,16.6960000 °C,
2023-01-24 12:52:57,,9.9711792
2023-01-24 12:52:57,16.7060000 °C,
2023-01-24 12:52:59,,9.9711792
2023-01-24 12:52:59,16.7170000 °C,
2023-01-24 12:53:01,,9.9711793
2023-01-24 12:53:01,16.7280000 °C,
2023-01-24 12:53:03,,9.9711792
2023-01-24 12:53:03,16.7380000 °C,
2023-01-24 12:53:05,,9.9711791
2023-01-24 12:53:05,16.7480000 °C,
2023-01-24 12:53:07,,9.9711789
2023-01-24 12:53:07,16.7580000 °C,
2023-01-24 12:53:09,,9.9711789
2023-01-24 12:53:09,16.7680000 °C,
2023-01-24 12:53:11,,9.9711793
2023-01-24 12:53:11,16.7770000 °C,
2023-01-24 12:53:13,,9.9711789
2023-01-24 12:53:13,16.7870000 °C,
2023-01-24 12:53:15,,9.9711785
2023-01-24 12:53:15,16.7970000 °C,
2023-01-24 12:53:17,,9.9711786
2023-01-24 12:53:17,16.8070000 °C,
2023-01-24 12:53:19,,9.9711789
2023-01-24 12:53:19,16.8180000 °C,
2023-01-24 12:53:21,,9.9711787
2023-01-24 12:53:21,16.8280000 °C,
2023-01-24 12:53:23,,9.9711790
2023-01-24 12:53:23,16.8390000 °C,
2023-01-24 12:53:25,,9.9711789
2023-01-24 12:53:25,16.8490000 °C,
2023-01-24 12:53:27,,9.9711791
2023-01-24 12:53:27,16.8590000 °C,
2023-01-24 12:53:29,,9.9711790
2023-01-24 12:53:29,16.8680000 °C,
2023-01-24 12:53:31,,9.9711790
2023-01-24 12:53:31,16.8770000 °C,
2023-01-24 12:53:33,,9.9711789
2023-01-24 12:53:33,16.8870000 °C,
2023-01-24 12:53:35,,9.9711788
2023-01-24 12:53:35,16.8970000 °C,
2023-01-24 12:53:37,,9.9711791
2023-01-24 12:53:37,16.9070000 °C,
2023-01-24 12:53:39,,9.9711792
2023-01-24 12:53:39,16.9180000 °C,
2023-01-24 12:53:41,,9.9711796
2023-01-24 12:53:41,16.9290000 °C,
2023-01-24 12:53:43,,9.9711794
2023-01-24 12:53:43,16.9390000 °C,
2023-01-24 12:53:45,,9.9711790
2023-01-24 12:53:45,16.9490000 °C,
2023-01-24 12:53:47,,9.9711793
2023-01-24 12:53:47,16.9590000 °C,
2023-01-24 12:53:49,,9.9711792
2023-01-24 12:53:49,16.9690000 °C,
2023-01-24 12:53:51,,9.9711795
2023-01-24 12:53:51,16.9780000 °C,
2023-01-24 12:53:53,,9.9711796
2023-01-24 12:53:53,16.9880000 °C,
2023-01-24 12:53:55,,9.9711793
2023-01-24 12:53:55,16.9980000 °C,
2023-01-24 12:53:57,,9.9711794
2023-01-24 12:53:57,17.0080000 °C,
2023-01-24 12:53:59,,9.9711797
2023-01-24 12:53:59,17.0190000 °C,
2023-01-24 12:54:01,,9.9711791
2023-01-24 12:54:01,17.0290000 °C,
2023-01-24 12:54:03,,9.9711787
2023-01-24 12:54:03,17.0400000 °C,
2023-01-24 12:54:05,,9.9711789
2023-01-24 12:54:05,17.0500000 °C,
2023-01-24 12:54:07,,9.9711787
2023-01-24 12:54:07,17.0600000 °C,
2023-01-24 12:54:09,,9.9711788
2023-01-24 12:54:09,17.0690000 °C,
2023-01-24 12:54:11,,9.9711786
2023-01-24 12:54:11,17.0790000 °C,
2023-01-24 12:54:13,,9.9711795
2023-01-24 12:54:13,17.0880000 °C,
2023-01-24 12:54:15,,9.9711791
2023-01-24 12:54:15,17.0980000 °C,
2023-01-24 12:54:17,,9.9711791
2023-01-24 12:54:17,17.1090000 °C,
2023-01-24 12:54:19,,9.9711794
2023-01-24 12:54:19,17.1200000 °C,
2023-01-24 12:54:21,,9.9711791
2023-01-24 12:54:21,17.1300000 °C,
2023-01-24 12:54:23,,9.9711792
2023-01-24 12:54:23,17.1410000 °C,
2023-01-24 12:54:25,,9.9711790
2023-01-24 12:54:25,17.1510000 °C,
2023-01-24 12:54:27,17.1610000 °C,
2023-01-24 12:54:29,,9.9711791
2023-01-24 12:54:29,17.1700000 °C,
2023-01-24 12:54:31,17.1800000 °C,
2023-01-24 12:54:33,,9.9711789
2023-01-24 12:54:33,17.1890000 °C,
2023-01-24 12:54:35,17.2000000 °C,
2023-01-24 12:54:37,,9.9711786
2023-01-24 12:54:37,17.2100000 °C,
2023-01-24 12:54:39,17.2210000 °C,
2023-01-24 12:54:41,,9.9711791
2023-01-24 12:54:41,17.2320000 °C,
2023-01-24 12:54:43,17.2430000 °C,
2023-01-24 12:54:45,,9.9711787
2023-01-24 12:54:45,17.2530000 °C,
2023-01-24 12:54:47,17.2630000 °C,
2023-01-24 12:54:49,,9.9711786
2023-01-24 12:54:49,17.2720000 °C,
2023-01-24 12:54:51,17.2810000 °C,
2023-01-24 12:54:53,,9.9711782
2023-01-24 12:54:53,17.2910000 °C,
2023-01-24 12:54:55,17.3020000 °C,
2023-01-24 12:54:57,,9.9711787
2023-01-24 12:54:57,17.3120000 °C,
2023-01-24 12:54:59,17.3230000 °C,
2023-01-24 12:55:01,,9.9711793
2023-01-24 12:55:01,17.3340000 °C,
2023-01-24 12:55:03,17.3440000 °C,
2023-01-24 12:55:05,,9.9711795
2023-01-24 12:55:05,17.3540000 °C,
2023-01-24 12:55:07,17.3640000 °C,
2023-01-24 12:55:09,,9.9711791
2023-01-24 12:55:09,17.3730000 °C,
2023-01-24 12:55:11,17.3830000 °C,
2023-01-24 12:55:13,,9.9711794
2023-01-24 12:55:13,17.3930000 °C,
2023-01-24 12:55:15,,9.9711794
2023-01-24 12:55:15,17.4030000 °C,
2023-01-24 12:55:17,,9.9711796
2023-01-24 12:55:17,17.4140000 °C,
2023-01-24 12:55:19,,9.9711796
2023-01-24 12:55:19,17.4240000 °C,
2023-01-24 12:55:21,,9.9711791
2023-01-24 12:55:21,17.4350000 °C,
2023-01-24 12:55:23,,9.9711789
2023-01-24 12:55:23,17.4450000 °C,
2023-01-24 12:55:25,,9.9711791
2023-01-24 12:55:25,17.4560000 °C,
2023-01-24 12:55:27,,9.9711792
2023-01-24 12:55:27,17.4650000 °C,
2023-01-24 12:55:29,,9.9711791
2023-01-24 12:55:29,17.4750000 °C,
2023-01-24 12:55:31,,9.9711792
2023-01-24 12:55:31,17.4840000 °C,
2023-01-24 12:55:33,,9.9711793
2023-01-24 12:55:33,17.4940000 °C,
2023-01-24 12:55:35,,9.9711788
2023-01-24 12:55:35,17.5040000 °C,
2023-01-24 12:55:37,,9.9711789
2023-01-24 12:55:37,17.5140000 °C,
2023-01-24 12:55:39,,9.9711791
2023-01-24 12:55:39,17.5250000 °C,
2023-01-24 12:55:41,,9.9711789
2023-01-24 12:55:41,17.5360000 °C,
2023-01-24 12:55:43,,9.9711790
2023-01-24 12:55:43,17.5460000 °C,
2023-01-24 12:55:45,,9.9711786
2023-01-24 12:55:45,17.5560000 °C,
2023-01-24 12:55:47,,9.9711783
2023-01-24 12:55:47,17.5660000 °C,
2023-01-24 12:55:49,,9.9711784
2023-01-24 12:55:49,17.5750000 °C,
2023-01-24 12:55:51,,9.9711784
2023-01-24 12:55:51,17.5840000 °C,
2023-01-24 12:55:53,,9.9711787
2023-01-24 12:55:53,17.5940000 °C,
2023-01-24 12:55:55,,9.9711788
2023-01-24 12:55:55,17.6040000 °C,
2023-01-24 12:55:57,,9.9711791
2023-01-24 12:55:57,17.6150000 °C,
2023-01-24 12:55:59,,9.9711792
2023-01-24 12:55:59,17.6250000 °C,
2023-01-24 12:56:01,,9.9711791
2023-01-24 12:56:01,17.6360000 °C,
2023-01-24 12:56:03,,9.9711792
2023-01-24 12:56:03,17.6470000 °C,
2023-01-24 12:56:05,,9.9711794
2023-01-24 12:56:05,17.6570000 °C,
2023-01-24 12:56:07,,9.9711793
2023-01-24 12:56:07,17.6660000 °C,
2023-01-24 12:56:09,,9.9711793
2023-01-24 12:56:09,17.6760000 °C,
2023-01-24 12:56:11,,9.9711789
2023-01-24 12:56:11,17.6850000 °C,
2023-01-24 12:56:13,,9.9711788
2023-01-24 12:56:13,17.6950000 °C,
2023-01-24 12:56:15,,9.9711792
2023-01-24 12:56:15,17.7050000 °C,
2023-01-24 12:56:17,,9.9711787
2023-01-24 12:56:17,17.7160000 °C,
2023-01-24 12:56:19,,9.9711789
2023-01-24 12:56:19,17.7260000 °C,
2023-01-24 12:56:21,,9.9711789
2023-01-24 12:56:21,17.7370000 °C,
2023-01-24 12:56:23,,9.9711789
2023-01-24 12:56:23,17.7470000 °C,
2023-01-24 12:56:25,,9.9711791
2023-01-24 12:56:25,17.7570000 °C,
2023-01-24 12:56:27,,9.9711792
2023-01-24 12:56:27,17.7670000 °C,
2023-01-24 12:56:29,,9.9711791
2023-01-24 12:56:29,17.7760000 °C,
2023-01-24 12:56:31,,9.9711794
2023-01-24 12:56:31,17.7860000 °C,
2023-01-24 12:56:33,,9.9711787
2023-01-24 12:56:33,17.7950000 °C,
2023-01-24 12:56:35,,9.9711792
2023-01-24 12:56:35,17.8060000 °C,
2023-01-24 12:56:37,,9.9711789
2023-01-24 12:56:37,17.8160000 °C,
2023-01-24 12:56:39,,9.9711795
2023-01-24 12:56:39,17.8270000 °C,
2023-01-24 12:56:41,,9.9711791
2023-01-24 12:56:41,17.8380000 °C,
2023-01-24 12:56:43,,9.9711793
2023-01-24 12:56:43,17.8480000 °C,
2023-01-24 12:56:45,,9.9711794
2023-01-24 12:56:45,17.8580000 °C,
2023-01-24 12:56:47,,9.9711799
2023-01-24 12:56:47,17.8680000 °C,
2023-01-24 12:56:49,,9.9711797
2023-01-24 12:56:49,17.8770000 °C,
2023-01-24 12:56:51,,9.9711796
2023-01-24 12:56:51,17.8870000 °C,
2023-01-24 12:56:53,,9.9711797
2023-01-24 12:56:53,17.8960000 °C,
2023-01-24 12:56:55,,9.9711794
2023-01-24 12:56:55,17.9070000 °C,
2023-01-24 12:56:57,,9.9711794
2023-01-24 12:56:57,17.9170000 °C,
2023-01-24 12:56:59,,9.9711789
2023-01-24 12:56:59,17.9280000 °C,
2023-01-24 12:57:01,,9.9711789
2023-01-24 12:57:01,17.9390000 °C,
2023-01-24 12:57:03,,9.9711791
2023-01-24 12:57:03,17.9490000 °C,
2023-01-24 12:57:05,,9.9711791
2023-01-24 12:57:05,17.9590000 °C,
2023-01-24 12:57:07,,9.9711792
2023-01-24 12:57:07,17.9690000 °C,
2023-01-24 12:57:09,,9.9711792
2023-01-24 12:57:09,17.9790000 °C,
2023-01-24 12:57:11,,9.9711791
2023-01-24 12:57:11,17.9880000 °C,
2023-01-24 12:57:13,,9.9711797
2023-01-24 12:57:13,17.9970000 °C,
2023-01-24 12:57:15,,9.9711797
2023-01-24 12:57:15,18.0080000 °C,
2023-01-24 12:57:17,,9.9711796
2023-01-24 12:57:17,18.0180000 °C,
2023-01-24 12:57:19,,9.9711794
2023-01-24 12:57:19,18.0290000 °C,
2023-01-24 12:57:21,18.0400000 °C,
2023-01-24 12:57:23,,9.9711795
2023-01-24 12:57:23,18.0500000 °C,
2023-01-24 12:57:25,18.0610000 °C,
2023-01-24 12:57:27,,9.9711787
2023-01-24 12:57:27,18.0700000 °C,
2023-01-24 12:57:29,18.0800000 °C,
2023-01-24 12:57:31,,9.9711787
2023-01-24 12:57:31,18.0890000 °C,
2023-01-24 12:57:33,18.0990000 °C,
2023-01-24 12:57:35,,9.9711791
2023-01-24 12:57:35,18.1090000 °C,
2023-01-24 12:57:37,18.1200000 °C,
2023-01-24 12:57:39,,9.9711788
2023-01-24 12:57:39,18.1300000 °C,
2023-01-24 12:57:41,18.1410000 °C,
2023-01-24 12:57:43,,9.9711787
2023-01-24 12:57:43,18.1510000 °C,
2023-01-24 12:57:45,18.1620000 °C,
2023-01-24 12:57:47,,9.9711789
2023-01-24 12:57:47,18.1720000 °C,
2023-01-24 12:57:49,18.1810000 °C,
2023-01-24 12:57:51,,9.9711790
2023-01-24 12:57:51,18.1900000 °C,
2023-01-24 12:57:53,18.2000000 °C,
2023-01-24 12:57:55,,9.9711791
2023-01-24 12:57:55,18.2100000 °C,
2023-01-24 12:57:57,18.2210000 °C,
2023-01-24 12:57:59,,9.9711790
2023-01-24 12:57:59,18.2310000 °C,
