"Time","3458B"
1663434450000,9.99630389
1663434560000,9.99630391
1663434660000,9.99630407
1663434770000,9.99630422
1663434870000,9.99630448
1663434980000,9.99630477
1663435080000,9.99630441
1663435190000,9.99630436
1663435290000,9.99630442
1663435400000,9.9963047
1663435500000,9.99630508
1663435610000,9.9963052
1663435710000,9.99630493
1663435820000,9.9963047
1663435920000,9.99630507
1663436030000,9.99630477
1663436130000,9.99630477
1663436240000,9.99630501
1663436340000,9.99630474
1663436450000,9.99630507
1663436550000,9.99630493
1663436650000,9.9963049
1663436760000,9.99630499
1663436860000,9.99630502
1663436970000,9.99630446
1663437070000,9.99630433
1663437180000,9.99630439
1663437280000,9.99630448
1663437390000,9.99630444
1663437490000,9.99630433
1663437600000,9.99630422
1663437700000,9.99630351
1663438020000,9.99630319
1663438120000,9.99630341
1663438230000,9.9963035
1663438330000,9.9963034
1663438440000,9.99630294
1663438540000,9.99630275
1663438650000,9.99630246
1663438750000,9.99630199
1663438860000,9.99630165
1663438960000,9.99630143
1663439070000,9.99630143
1663439170000,9.99630128
1663439270000,9.99630077
1663439380000,9.99630082
1663439480000,9.99630064
1663439590000,9.99630043
1663439690000,9.9963002
1663439800000,9.99630027
1663439900000,9.99630004
1663440010000,9.99630038
1663440110000,9.99630032
1663440220000,9.99630035
1663440320000,9.99630108
1663440430000,9.99630083
1663440530000,9.99630087
1663440640000,9.99630068
1663440740000,9.99630059
1663440850000,9.99630086
1663440950000,9.99630112
1663441060000,9.99630126
1663441160000,9.99630131
1663441270000,9.99630155
1663441370000,9.99630193
1663441480000,9.99630225
1663441580000,9.99630249
1663441690000,9.99630235
1663441790000,9.99630256
1663441890000,9.99630272
1663442000000,9.99630234
1663442100000,9.99630252
1663442210000,9.99630247
1663442310000,9.99630306
1663442420000,9.99630285
1663442520000,9.99630294
1663442630000,9.99630271
1663442730000,9.9963032
1663442840000,9.99630364
1663442940000,9.9963036
1663443050000,9.99630408
1663443150000,9.99630441
1663443260000,9.99630422
1663443360000,9.99630423
1663443470000,9.99630454
1663443570000,9.99630439
1663443680000,9.99630455
1663443890000,9.99630455
1663443990000,9.99630458
1663444100000,9.99630401
1663444200000,9.9963037
1663444310000,9.99630376
1663444410000,9.99630373
1663444510000,9.99630398
1663444620000,9.99630392
1663444720000,9.99630416
1663444830000,9.99630369
1663444930000,9.99630406
1663445040000,9.99630466
1663445140000,9.99630472
1663445460000,9.99630424
1663445560000,9.99630434
1663445670000,9.99630494
1663445770000,9.99630511
1663445880000,9.99630484
1663445980000,9.99630488
1663446090000,9.99630497
1663446190000,9.99630472
1663446300000,9.99630503
1663446400000,9.99630459
1663446510000,9.99630456
1663446610000,9.99630494
1663446720000,9.99630453
1663446820000,9.99630457
1663446930000,9.99630466
1663447030000,9.99630406
1663447130000,9.99630453
1663447240000,9.99630448
1663447340000,9.99630451
1663447450000,9.99630428
1663447550000,9.99630396
1663447660000,9.99630444
1663447760000,9.99630418
1663447870000,9.9963039
1663447970000,9.99630366
1663448080000,9.99630413
1663448180000,9.99630413
1663448290000,9.99630356
1663448390000,9.99630365
1663448500000,9.99630382
1663448600000,9.99630318
1663448710000,9.99630397
1663448810000,9.99630355
1663448920000,9.99630374
1663449020000,9.99630341
1663449130000,9.99630347
1663449230000,9.99630296
1663449340000,9.99630278
1663449440000,9.99630275
1663449550000,9.99630293
1663449650000,9.99630258
1663449760000,9.9963028
1663449860000,9.99630291
1663449960000,9.99630274
1663450070000,9.99630324
1663450170000,9.99630344
1663450280000,9.99630306
1663450380000,9.99630265
1663450490000,9.99630275
1663450590000,9.99630248
1663450700000,9.99630273
1663450800000,9.99630256
1663450910000,9.99630287
1663451010000,9.99630281
1663451120000,9.99630259
1663451220000,9.99630236
1663451330000,9.99630267
1663451430000,9.99630253
1663451540000,9.99630252
1663451640000,9.99630259
1663451750000,9.99630258
1663451850000,9.99630242
1663451960000,9.99630287
1663452060000,9.99630259
1663452170000,9.99630284
1663452270000,9.99630295
1663452380000,9.99630252
1663452480000,9.99630289
1663452580000,9.996303
1663452790000,9.99630448
1663452900000,9.9963047
1663453000000,9.99630499
1663453110000,9.99630488
1663453210000,9.99630457
1663453320000,9.99630394
1663453420000,9.99630413
1663453530000,9.99630398
1663453630000,9.9963041
1663453740000,9.99630464
1663453840000,9.99630438
1663453950000,9.99630378
1663454050000,9.99630404
1663454160000,9.99630407
1663454260000,9.99630413
1663454370000,9.99630395
1663454470000,9.99630356
1663454580000,9.99630392
1663454680000,9.99630353
1663454790000,9.99630398
1663454890000,9.99630398
1663455000000,9.99630382
1663455100000,9.99630394
1663455200000,9.99630394
1663455310000,9.99630419
1663455410000,9.99630407
1663455520000,9.99630401
1663455620000,9.99630384
1663455730000,9.99630372
1663455830000,9.99630391
1663455940000,9.99630364
1663456040000,9.99630378
1663456150000,9.99630381
1663456250000,9.99630428
1663456360000,9.99630442
1663456460000,9.99630417
1663456570000,9.99630433
1663456670000,9.9963042
1663456780000,9.99630447
1663456880000,9.99630433
1663456990000,9.9963042
1663457090000,9.99630407
1663457200000,9.99630372
1663457300000,9.99630398
1663457410000,9.99630432
1663457510000,9.99630363
1663457620000,9.99630378
1663457720000,9.99630417
1663457820000,9.99630385
1663457930000,9.99630395
1663458030000,9.99630411
1663458140000,9.9963046
1663458240000,9.99630432
1663458350000,9.99630401
1663458450000,9.99630439
1663458560000,9.99630451
1663458660000,9.99630447
1663458770000,9.99630451
1663458870000,9.99630492
1663458980000,9.99630435
1663459080000,9.99630442
1663459190000,9.99630452
1663459290000,9.99630492
1663459400000,9.99630507
1663459500000,9.99630463
1663459610000,9.99630455
1663459710000,9.99630483
1663459820000,9.99630494
1663459920000,9.99630489
1663460240000,9.99630328
1663460340000,9.99630328
1663460440000,9.99630324
1663460550000,9.9963037
1663460650000,9.99630364
1663460760000,9.99630352
1663460860000,9.99630327
1663460970000,9.99630331
1663461070000,9.99630315
1663461180000,9.99630327
1663461280000,9.99630301
1663461390000,9.99630315
1663461490000,9.99630315
1663461600000,9.99630314
1663461700000,9.99630346
1663461810000,9.99630312
1663461910000,9.9963029
1663462020000,9.99630296
1663462120000,9.99630318
1663462230000,9.99630284
1663462330000,9.99630314
1663462440000,9.99630287
1663462540000,9.99630229
1663462650000,9.99630274
1663462750000,9.99630299
1663462860000,9.99630276
1663462960000,9.99630308
1663463060000,9.99630289
1663463170000,9.99630284
1663463270000,9.9963028
1663463380000,9.99630301
1663463480000,9.99630299
1663463590000,9.99630277
1663463690000,9.99630293
1663463800000,9.99630309
1663463900000,9.99630299
1663464010000,9.99630279
1663464110000,9.99630299
1663464220000,9.9963028
1663464320000,9.99630334
1663464430000,9.99630334
1663464530000,9.99630339
1663464640000,9.9963032
1663464740000,9.99630318
1663464850000,9.99630355
1663464950000,9.99630311
1663465060000,9.99630334
1663465160000,9.99630361
1663465270000,9.99630334
1663465370000,9.99630349
1663465480000,9.99630331
1663465580000,9.99630318
1663465680000,9.99630301
1663465790000,9.99630346
1663465890000,9.9963034
1663466000000,9.99630315
1663466100000,9.99630356
1663466210000,9.99630377
1663466310000,9.99630345
1663466420000,9.99630361
1663466520000,9.99630337
1663466630000,9.99630366
1663466730000,9.99630368
1663466840000,9.99630334
1663466940000,9.99630403
1663467050000,9.99630462
1663467150000,9.9963038
1663467260000,9.99630389
1663467360000,9.99630397
1663467680000,9.99630278
1663467780000,9.99630266
1663467890000,9.99630257
1663467990000,9.99630251
1663468100000,9.99630244
1663468200000,9.99630281
1663468300000,9.99630279
1663468410000,9.99630257
1663468510000,9.99630245
1663468620000,9.9963022
1663468720000,9.99630229
1663468830000,9.99630216
1663468930000,9.99630291
1663469040000,9.99630298
1663469140000,9.99630237
1663469250000,9.99630191
1663469350000,9.99630231
1663469460000,9.9963025
1663469560000,9.99630285
1663469670000,9.9963026
1663469770000,9.99630238
1663469880000,9.99630203
1663469980000,9.99630225
1663470090000,9.99630243
1663470190000,9.99630215
1663470300000,9.99630215
1663470400000,9.99630193
1663470510000,9.9963022
1663470610000,9.99630196
1663470720000,9.99630225
1663470820000,9.99630212
1663470920000,9.99630228
1663471030000,9.99630222
1663471130000,9.99630232
1663471240000,9.99630266
1663471340000,9.99630278
1663471450000,9.9963026
1663471550000,9.99630212
1663471660000,9.99630256
1663471760000,9.99630295
1663471870000,9.99630219
1663471970000,9.99630265
1663472080000,9.99630298
1663472180000,9.99630287
1663472290000,9.9963031
1663472390000,9.99630276
1663472500000,9.99630287
1663472600000,9.99630303
1663472710000,9.99630254
1663472810000,9.99630291
1663472920000,9.99630256
1663473020000,9.99630269
1663473130000,9.99630237
1663473230000,9.99630238
1663473340000,9.99630262
1663473440000,9.9963025
1663473540000,9.9963027
1663473650000,9.99630301
1663473750000,9.99630265
1663473860000,9.99630256
1663473960000,9.99630248
1663474070000,9.9963024
1663474170000,9.99630243
1663474280000,9.99630235
1663474380000,9.99630272
1663474490000,9.99630234
1663474590000,9.9963027
1663474700000,9.9963024
1663475010000,9.99630297
1663475120000,9.99630318
1663475220000,9.99630303
1663475330000,9.99630263
1663475430000,9.99630234
1663475540000,9.99630225
1663475640000,9.99630275
1663475750000,9.99630252
1663475850000,9.99630237
1663475960000,9.99630239
1663476060000,9.99630252
1663476160000,9.99630217
1663476270000,9.99630196
1663476370000,9.99630259
1663476480000,9.99630331
1663476580000,9.99630307
1663476690000,9.996303
1663476790000,9.99630285
1663476900000,9.99630322
1663477000000,9.99630313
1663477110000,9.99630307
1663477210000,9.99630315
1663477320000,9.99630296
1663477420000,9.99630293
1663477530000,9.9963025
1663477630000,9.99630285
1663477740000,9.99630288
1663477840000,9.99630283
1663477950000,9.99630281
1663478050000,9.99630321
1663478160000,9.99630288
1663478260000,9.9963029
1663478370000,9.99630293
1663478470000,9.99630274
1663478580000,9.99630249
1663478680000,9.99630253
1663478780000,9.99630241
1663478890000,9.9963029
1663478990000,9.99630344
1663479100000,9.99630332
1663479200000,9.99630299
1663479310000,9.99630299
1663479410000,9.99630288
1663479520000,9.99630313
1663479620000,9.99630335
1663479730000,9.99630323
1663479830000,9.99630256
1663479940000,9.99630291
1663480040000,9.99630259
1663480150000,9.99630269
1663480250000,9.99630325
1663480360000,9.996303
1663480460000,9.99630263
1663480570000,9.99630306
1663480670000,9.99630288
1663480780000,9.99630277
1663480880000,9.99630328
1663480990000,9.99630287
1663481090000,9.99630337
1663481200000,9.99630328
1663481300000,9.99630331
1663481400000,9.9963034
1663481510000,9.99630268
1663481610000,9.99630299
1663481720000,9.99630274
1663481820000,9.99630239
1663481930000,9.9963025
1663482030000,9.99630272
1663482140000,9.99630274
1663482450000,9.99630434
1663482560000,9.99630409
1663482660000,9.9963034
1663482770000,9.99630348
1663482870000,9.99630352
1663482980000,9.99630393
1663483080000,9.99630395
1663483190000,9.99630343
1663483290000,9.99630357
1663483400000,9.99630332
1663483500000,9.9963037
1663483610000,9.9963031
1663483710000,9.99630297
1663483820000,9.99630313
1663483920000,9.99630358
1663484020000,9.99630377
1663484130000,9.99630379
1663484230000,9.99630357
1663484340000,9.99630386
1663484440000,9.99630401
1663484550000,9.99630392
1663484650000,9.99630374
1663484760000,9.99630401
1663484860000,9.99630374
1663484970000,9.99630376
1663485070000,9.99630364
1663485180000,9.99630336
1663485280000,9.99630336
1663485390000,9.99630354
1663485490000,9.99630317
1663485600000,9.99630351
1663485700000,9.99630368
1663485810000,9.9963037
1663485910000,9.9963033
1663486020000,9.99630297
1663486120000,9.99630276
1663486230000,9.99630267
1663486330000,9.99630314
1663486440000,9.99630329
1663486540000,9.99630319
1663486640000,9.99630319
1663486750000,9.99630324
1663486850000,9.99630345
1663486960000,9.9963033
1663487060000,9.99630311
1663487170000,9.99630304
1663487270000,9.99630329
1663487380000,9.99630338
1663487480000,9.99630357
1663487590000,9.9963036
1663487690000,9.99630393
1663487800000,9.99630367
1663487900000,9.9963037
1663488010000,9.99630377
1663488110000,9.99630335
1663488220000,9.99630297
1663488320000,9.99630332
1663488430000,9.99630321
1663488530000,9.9963033
1663488640000,9.99630357
1663488740000,9.99630384
1663488850000,9.99630351
1663488950000,9.99630288
1663489060000,9.99630305
1663489160000,9.99630293
1663489260000,9.9963031
1663489370000,9.99630339
1663489470000,9.99630283
1663489580000,9.99630273
1663489790000,9.99630424
1663489890000,9.99630412
1663490000000,9.99630406
1663490100000,9.99630359
1663490210000,9.99630379
1663490310000,9.99630358
1663490420000,9.99630325
1663490520000,9.99630349
1663490630000,9.99630365
1663490730000,9.99630337
1663490840000,9.99630346
1663490940000,9.99630299
1663491050000,9.99630312
1663491150000,9.99630302
1663491260000,9.99630299
1663491360000,9.99630319
1663491470000,9.99630321
1663491570000,9.9963029
1663491680000,9.99630299
1663491780000,9.99630305
1663491880000,9.99630281
1663491990000,9.99630317
1663492090000,9.996303
1663492200000,9.99630302
1663492300000,9.99630349
1663492410000,9.99630292
1663492510000,9.9963028
1663492620000,9.99630336
1663492720000,9.99630336
1663492830000,9.99630343
1663492930000,9.99630337
1663493040000,9.9963035
1663493140000,9.99630347
1663493250000,9.99630302
1663493350000,9.99630338
1663493460000,9.99630346
1663493560000,9.99630277
1663493670000,9.99630314
1663493770000,9.99630338
1663493880000,9.99630334
1663493980000,9.99630296
1663494090000,9.99630328
1663494190000,9.99630361
1663494300000,9.99630318
1663494400000,9.99630321
1663494500000,9.99630352
1663494610000,9.99630315
1663494710000,9.99630299
1663494820000,9.99630283
1663494920000,9.99630296
1663495030000,9.99630334
1663495130000,9.99630331
1663495240000,9.99630296
1663495340000,9.99630302
1663495450000,9.99630343
1663495550000,9.99630355
1663495660000,9.99630322
1663495760000,9.99630299
1663495870000,9.99630292
1663495970000,9.99630271
1663496080000,9.99630278
1663496180000,9.99630268
1663496290000,9.99630259
1663496390000,9.9963029
1663496500000,9.99630254
1663496600000,9.99630243
1663496710000,9.99630234
1663496810000,9.99630193
1663496920000,9.9963021
1663497230000,9.99630503
1663497330000,9.99630519
1663497440000,9.99630491
1663497540000,9.99630456
1663497650000,9.99630414
1663497750000,9.99630424
1663497860000,9.99630421
1663497960000,9.99630442
1663498070000,9.99630434
1663498170000,9.9963045
1663498280000,9.99630436
1663498380000,9.99630434
1663498490000,9.99630465
1663498590000,9.99630453
1663498700000,9.99630449
1663498800000,9.99630428
1663498910000,9.99630399
1663499010000,9.99630368
1663499120000,9.99630386
1663499220000,9.99630393
1663499330000,9.99630398
1663499430000,9.99630415
1663499540000,9.99630379
1663499640000,9.9963037
1663499740000,9.99630371
1663499850000,9.99630368
1663499950000,9.99630414
1663500060000,9.99630348
1663500160000,9.99630351
1663500270000,9.99630349
1663500370000,9.99630351
1663500480000,9.99630357
1663500580000,9.99630396
1663500690000,9.99630376
1663500790000,9.99630399
1663500900000,9.99630377
1663501000000,9.99630395
1663501110000,9.99630367
1663501210000,9.99630401
1663501320000,9.99630408
1663501420000,9.99630408
1663501530000,9.99630381
1663501630000,9.99630408
1663501740000,9.9963039
1663501840000,9.99630395
1663501950000,9.99630409
1663502050000,9.99630389
1663502160000,9.9963038
1663502260000,9.99630351
1663502360000,9.99630392
1663502470000,9.99630354
1663502570000,9.99630393
1663502680000,9.99630365
1663502780000,9.99630389
1663502890000,9.99630386
1663502990000,9.99630348
1663503100000,9.99630379
1663503200000,9.99630381
1663503310000,9.99630384
1663503410000,9.9963034
1663503520000,9.99630376
1663503620000,9.99630411
1663503730000,9.9963039
1663503830000,9.99630395
1663503940000,9.99630412
1663504040000,9.99630396
1663504150000,9.99630393
1663504250000,9.99630398
1663504360000,9.99630396
1663504670000,9.99630595
1663504780000,9.99630598
1663504880000,9.99630594
1663504980000,9.99630577
1663505090000,9.99630586
1663505190000,9.99630577
1663505300000,9.99630602
1663505400000,9.99630554
1663505510000,9.9963056
1663505610000,9.99630566
1663505720000,9.99630542
1663505820000,9.99630526
1663505930000,9.996305
1663506030000,9.99630523
1663506140000,9.99630563
1663506240000,9.9963056
1663506350000,9.99630573
1663506450000,9.99630566
1663506560000,9.99630544
1663506660000,9.9963056
1663506770000,9.99630561
1663506870000,9.99630551
1663506980000,9.99630605
1663507080000,9.99630551
1663507190000,9.99630529
1663507290000,9.99630533
1663507400000,9.99630526
1663507500000,9.99630506
1663507600000,9.99630522
1663507710000,9.99630481
1663507810000,9.99630472
1663507920000,9.99630472
1663508020000,9.9963044
1663508130000,9.99630422
1663508230000,9.99630404
1663508340000,9.99630445
1663508440000,9.99630457
1663508550000,9.99630479
1663508650000,9.99630481
1663508760000,9.99630476
1663508860000,9.99630519
1663508970000,9.9963047
1663509070000,9.99630473
1663509180000,9.99630491
1663509280000,9.99630488
1663509390000,9.99630509
1663509490000,9.99630487
1663509600000,9.99630495
1663509700000,9.99630481
1663509810000,9.99630462
1663509910000,9.99630466
1663510020000,9.99630498
1663510120000,9.99630501
1663510220000,9.99630517
1663510330000,9.99630511
1663510430000,9.99630535
1663510540000,9.99630573
1663510640000,9.99630547
1663510750000,9.99630591
1663510850000,9.99630567
1663510960000,9.99630598
1663511060000,9.99630598
1663511170000,9.99630633
1663511270000,9.99630595
1663511380000,9.99630615
1663511480000,9.99630617
1663511590000,9.99630627
1663511690000,9.99630624
1663511800000,9.9963064
1663512110000,9.99630426
1663512220000,9.99630393
1663512320000,9.99630374
1663512430000,9.99630397
1663512530000,9.99630394
1663512640000,9.99630382
1663512740000,9.99630371
1663512840000,9.99630391
1663512950000,9.99630368
1663513050000,9.99630349
1663513160000,9.99630346
1663513260000,9.99630353
1663513370000,9.99630419
1663513470000,9.99630384
1663513580000,9.99630399
1663513680000,9.99630422
1663513790000,9.99630393
1663513890000,9.99630406
1663514000000,9.99630401
1663514100000,9.9963039
1663514210000,9.99630384
1663514310000,9.99630403
1663514420000,9.99630407
1663514520000,9.99630369
1663514630000,9.99630363
1663514730000,9.99630365
1663514840000,9.99630377
1663514940000,9.99630397
1663515050000,9.99630406
1663515150000,9.996304
1663515260000,9.99630393
1663515360000,9.99630456
1663515460000,9.9963045
1663515570000,9.99630443
1663515670000,9.99630456
1663515780000,9.99630454
1663515880000,9.99630428
1663515990000,9.99630434
1663516090000,9.9963041
1663516200000,9.99630423
1663516300000,9.99630393
1663516410000,9.99630407
1663516510000,9.99630425
1663516620000,9.99630423
1663516720000,9.99630412
1663516830000,9.99630431
1663516930000,9.99630416
1663517040000,9.99630422
1663517140000,9.99630406
1663517250000,9.99630459
1663517350000,9.99630479
1663517460000,9.99630406
1663517560000,9.99630412
1663517670000,9.99630407
1663517770000,9.99630429
1663517880000,9.99630425
1663517980000,9.99630416
1663518080000,9.99630429
1663518190000,9.9963045
1663518290000,9.99630419
1663518400000,9.99630466
1663518500000,9.99630416
1663518610000,9.99630445
1663518710000,9.99630448
1663518820000,9.99630432
1663518920000,9.99630445
1663519030000,9.99630445
1663519130000,9.99630418
1663519450000,9.99630375
1663519550000,9.99630385
1663519660000,9.99630351
1663519760000,9.99630388
1663519870000,9.99630353
1663519970000,9.9963036
1663520080000,9.99630394
1663520180000,9.99630387
1663520290000,9.9963034
1663520390000,9.99630394
1663520500000,9.99630422
1663520600000,9.99630422
1663520710000,9.99630403
1663520810000,9.9963036
1663520910000,9.99630378
1663521020000,9.99630359
1663521120000,9.99630381
1663521230000,9.99630349
1663521330000,9.99630322
1663521440000,9.99630378
1663521540000,9.99630357
1663521650000,9.99630372
1663521750000,9.99630359
1663521860000,9.99630331
1663521960000,9.99630313
1663522070000,9.99630299
1663522170000,9.99630228
1663522280000,9.99630283
1663522380000,9.9963024
1663522490000,9.99630265
1663522590000,9.99630208
1663522700000,9.99630202
1663522800000,9.99630187
1663522910000,9.99630202
1663523010000,9.99630183
1663523120000,9.99630186
1663523220000,9.99630145
1663523330000,9.99630157
1663523430000,9.99630195
1663523530000,9.99630212
1663523640000,9.9963019
1663523740000,9.99630205
1663523850000,9.99630218
1663523950000,9.99630205
1663524060000,9.99630258
1663524160000,9.99630281
1663524270000,9.99630284
